20191202|2|0|0|
20191202|3|0|0|
20191202|4|0|0|
20191202|5|0|0|
20191202|6|0|0|
20191202|7|0|0|
20191202|8|0|0|
20191202|9|0|2|
20191202|13|0|0|
20191202|14|0|0|
20191202|15|0|0|
20191202|16|0|0|
20191202|17|0|0|
20191202|18|0|0|
20191202|19|0|0|
20191202|20|0|0|
20191202|21|0|0|
20191202|22|0|0|
20191202|23|0|0|
20191202|2|0|0|
20191202|3|0|0|
20191202|4|0|0|
20191202|5|0|0|
20191202|6|0|0|
20191202|7|0|0|
20191202|8|0|0|
20191202|9|0|2|
20191202|13|0|0|
20191202|14|0|0|
20191202|15|0|0|
20191202|16|0|0|
20191202|17|0|0|
20191202|18|0|0|
20191202|19|0|0|
20191202|20|0|0|
20191202|21|0|0|
20191202|22|0|0|
20191202|23|0|0|
20191202|2|0|0|
20191202|3|0|0|
20191202|4|0|0|
20191202|5|0|0|
20191202|6|0|0|
20191202|7|0|0|
20191202|8|0|0|
20191202|9|0|2|
20191202|13|0|0|
20191202|14|0|0|
20191202|15|0|0|
20191202|16|0|0|
20191202|17|0|0|
20191202|18|0|0|
20191202|19|0|0|
20191202|20|0|0|
20191202|21|0|0|
20191202|22|0|0|
20191202|23|0|0|
20191203|2|0|0|
20191203|3|0|0|
20191203|4|0|0|
20191203|5|0|0|
20191203|6|0|0|
20191203|7|0|0|
20191203|8|0|0|
20191203|9|0|0|
20191203|13|0|0|
20191203|14|0|0|
20191203|15|0|0|
20191203|16|0|0|
20191203|17|0|0|
20191203|18|0|0|
20191203|19|0|0|
20191203|20|0|0|
20191203|21|0|0|
20191203|22|0|0|
20191203|23|0|0|
20191204|2|0|0|
20191204|3|0|0|
20191204|4|0|0|
20191204|5|0|0|
20191204|6|0|0|
20191204|7|0|0|
20191204|8|0|0|
20191204|9|0|0|
20191204|13|0|0|
20191204|14|0|0|
20191204|15|0|0|
20191204|16|0|0|
20191204|17|0|0|
20191204|18|0|0|
20191204|19|0|0|
20191204|20|0|0|
20191204|21|0|0|
20191204|22|0|0|
20191204|23|0|0|
20191205|2|0|0|
20191205|3|0|0|
20191205|4|0|0|
20191205|5|0|0|
20191205|6|0|0|
20191205|7|0|0|
20191205|8|0|0|
20191205|9|0|0|
20191205|13|0|0|
20191205|14|0|0|
20191205|15|0|0|
20191205|16|0|0|
20191205|17|0|0|
20191205|18|0|0|
20191205|19|0|0|
20191205|20|0|0|
20191205|21|0|0|
20191205|22|0|0|
20191205|23|0|0|
20191210|2|0|0|
20191210|3|0|0|
20191210|4|0|0|
20191210|5|0|0|
20191210|6|0|0|
20191210|7|0|0|
20191210|8|0|0|
20191210|9|4|4|
20191210|13|0|0|
20191210|14|0|0|
20191210|15|0|0|
20191210|16|0|0|
20191210|17|0|0|
20191210|18|0|0|
20191210|19|0|0|
20191210|20|0|0|
20191210|21|0|0|
20191210|22|0|0|
20191210|23|0|0|
20191210|2|0|0|
20191210|3|0|0|
20191210|4|0|0|
20191210|5|0|0|
20191210|6|0|0|
20191210|7|0|0|
20191210|8|0|0|
20191210|9|4|4|
20191210|13|0|0|
20191210|14|0|0|
20191210|15|0|0|
20191210|16|0|0|
20191210|17|0|0|
20191210|18|0|0|
20191210|19|0|0|
20191210|20|0|0|
20191210|21|0|0|
20191210|22|0|0|
20191210|23|0|0|
20191210|2|0|0|
20191210|3|0|0|
20191210|4|0|0|
20191210|5|0|0|
20191210|6|0|0|
20191210|7|0|0|
20191210|8|0|0|
20191210|9|4|4|
20191210|13|0|0|
20191210|14|0|0|
20191210|15|0|0|
20191210|16|0|0|
20191210|17|0|0|
20191210|18|0|0|
20191210|19|0|0|
20191210|20|0|0|
20191210|21|0|0|
20191210|22|0|0|
20191210|23|0|0|
20191210|2|0|0|
20191210|3|0|0|
20191210|4|0|0|
20191210|5|0|0|
20191210|6|0|0|
20191210|7|0|0|
20191210|8|0|0|
20191210|9|0|4|
20191210|13|0|0|
20191210|14|0|0|
20191210|15|0|0|
20191210|16|0|0|
20191210|17|0|0|
20191210|18|0|0|
20191210|19|0|0|
20191210|20|0|0|
20191210|21|0|0|
20191210|22|0|0|
20191210|23|0|0|
20191210|2|0|0|
20191210|3|0|0|
20191210|4|0|0|
20191210|5|0|0|
20191210|6|0|0|
20191210|7|0|0|
20191210|8|0|0|
20191210|9|0|4|
20191210|13|0|0|
20191210|14|0|0|
20191210|15|0|0|
20191210|16|0|0|
20191210|17|0|0|
20191210|18|0|0|
20191210|19|0|0|
20191210|20|0|0|
20191210|21|0|0|
20191210|22|0|0|
20191210|23|0|0|
20191211|2|0|0|
20191211|3|0|0|
20191211|4|0|0|
20191211|5|0|0|
20191211|6|0|0|
20191211|7|0|0|
20191211|8|0|0|
20191211|9|0|0|
20191211|13|0|0|
20191211|14|0|0|
20191211|15|0|0|
20191211|16|0|0|
20191211|17|0|0|
20191211|18|0|0|
20191211|19|0|0|
20191211|20|0|0|
20191211|21|0|0|
20191211|22|0|0|
20191211|23|0|0|
20191212|2|0|0|
20191212|3|0|0|
20191212|4|0|0|
20191212|5|0|0|
20191212|6|0|0|
20191212|7|0|0|
20191212|8|0|0|
20191212|9|0|0|
20191212|13|0|0|
20191212|14|0|0|
